Date,Année,Mois,Nom Mois,Jour de la semaine,Année fiscale,Trimestre,Semaine fiscale,Formule,Semaine débutant le,Ordre du mois fiscal,Ordre semaine,MoisFiscal,AnnéeNUM,Date début semaine
2023-01-13,2023,1,Janvier,vendredi,2023 fiscale,Trimestre 1,11,Semaine #11 du 9 janvier 2023 au 15 janvier 2023,Semaine #11 du 9 jan 2023 au 15 jan 2023,3,11,Janvier,2023,9 janvier 2023
2023-01-14,2023,1,Janvier,samedi,2023 fiscale,Trimestre 1,11,Semaine #11 du 9 janvier 2023 au 15 janvier 2023,Semaine #11 du 9 jan 2023 au 15 jan 2023,3,11,Janvier,2023,9 janvier 2023
2023-01-15,2023,1,Janvier,dimanche,2023 fiscale,Trimestre 1,11,Semaine #11 du 9 janvier 2023 au 15 janvier 2023,Semaine #11 du 9 jan 2023 au 15 jan 2023,3,11,Janvier,2023,9 janvier 2023
2023-01-16,2023,1,Janvier,lundi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-17,2023,1,Janvier,mardi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-18,2023,1,Janvier,mercredi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-19,2023,1,Janvier,jeudi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-20,2023,1,Janvier,vendredi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-21,2023,1,Janvier,samedi,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-22,2023,1,Janvier,dimanche,2023 fiscale,Trimestre 1,12,Semaine #12 du 16 janvier 2023 au 22 janvier 2023,Semaine #12 du 16 jan 2023 au 22 jan 2023,3,12,Janvier,2023,16 janvier 2023
2023-01-23,2023,1,Janvier,lundi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-24,2023,1,Janvier,mardi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-25,2023,1,Janvier,mercredi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-26,2023,1,Janvier,jeudi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-27,2023,1,Janvier,vendredi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-28,2023,1,Janvier,samedi,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-29,2023,1,Janvier,dimanche,2023 fiscale,Trimestre 1,13,Semaine #13 du 23 janvier 2023 au 29 janvier 2023,Semaine #13 du 23 jan 2023 au 29 jan 2023,3,13,Janvier,2023,23 janvier 2023
2023-01-30,2023,1,Janvier,lundi,2023 fiscale,Trimestre 1,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,3,14,Janvier,2023,30 janvier 2023
2023-01-31,2023,1,Janvier,mardi,2023 fiscale,Trimestre 1,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,3,14,Janvier,2023,30 janvier 2023
2023-02-01,2023,2,Février,mercredi,2023 fiscale,Trimestre 2,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,4,14,Février,2023,30 janvier 2023
2023-02-02,2023,2,Février,jeudi,2023 fiscale,Trimestre 2,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,4,14,Février,2023,30 janvier 2023
2023-02-03,2023,2,Février,vendredi,2023 fiscale,Trimestre 2,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,4,14,Février,2023,30 janvier 2023
2023-02-04,2023,2,Février,samedi,2023 fiscale,Trimestre 2,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,4,14,Février,2023,30 janvier 2023
2023-02-05,2023,2,Février,dimanche,2023 fiscale,Trimestre 2,14,Semaine #14 du 30 janvier 2023 au 5 février 2023,Semaine #14 du 30 jan 2023 au 5 fév 2023,4,14,Février,2023,30 janvier 2023
2023-02-06,2023,2,Février,lundi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-07,2023,2,Février,mardi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-08,2023,2,Février,mercredi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-09,2023,2,Février,jeudi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-10,2023,2,Février,vendredi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-11,2023,2,Février,samedi,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-12,2023,2,Février,dimanche,2023 fiscale,Trimestre 2,15,Semaine #15 du 6 février 2023 au 12 février 2023,Semaine #15 du 6 fév 2023 au 12 fév 2023,4,15,Février,2023,6 février 2023
2023-02-13,2023,2,Février,lundi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-14,2023,2,Février,mardi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-15,2023,2,Février,mercredi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-16,2023,2,Février,jeudi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-17,2023,2,Février,vendredi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-18,2023,2,Février,samedi,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-19,2023,2,Février,dimanche,2023 fiscale,Trimestre 2,16,Semaine #16 du 13 février 2023 au 19 février 2023,Semaine #16 du 13 fév 2023 au 19 fév 2023,4,16,Février,2023,13 février 2023
2023-02-20,2023,2,Février,lundi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-21,2023,2,Février,mardi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-22,2023,2,Février,mercredi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-23,2023,2,Février,jeudi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-24,2023,2,Février,vendredi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-25,2023,2,Février,samedi,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-26,2023,2,Février,dimanche,2023 fiscale,Trimestre 2,17,Semaine #17 du 20 février 2023 au 26 février 2023,Semaine #17 du 20 fév 2023 au 26 fév 2023,4,17,Février,2023,20 février 2023
2023-02-27,2023,2,Février,lundi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,4,18,Février,2023,27 février 2023
2023-02-28,2023,2,Février,mardi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,4,18,Février,2023,27 février 2023
2023-03-01,2023,3,Mars,mercredi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,5,18,Mars,2023,27 février 2023
2023-03-02,2023,3,Mars,jeudi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,5,18,Mars,2023,27 février 2023
2023-03-03,2023,3,Mars,vendredi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,5,18,Mars,2023,27 février 2023
2023-03-04,2023,3,Mars,samedi,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,5,18,Mars,2023,27 février 2023
2023-03-05,2023,3,Mars,dimanche,2023 fiscale,Trimestre 2,18,Semaine #18 du 27 février 2023 au 5 mars 2023,Semaine #18 du 27 fév 2023 au 5 mars 2023,5,18,Mars,2023,27 février 2023
2023-03-06,2023,3,Mars,lundi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-07,2023,3,Mars,mardi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-08,2023,3,Mars,mercredi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-09,2023,3,Mars,jeudi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-10,2023,3,Mars,vendredi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-11,2023,3,Mars,samedi,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-12,2023,3,Mars,dimanche,2023 fiscale,Trimestre 2,19,Semaine #19 du 6 mars 2023 au 12 mars 2023,Semaine #19 du 6 mars 2023 au 12 mars 2023,5,19,Mars,2023,6 mars 2023
2023-03-13,2023,3,Mars,lundi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-14,2023,3,Mars,mardi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-15,2023,3,Mars,mercredi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-16,2023,3,Mars,jeudi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-17,2023,3,Mars,vendredi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-18,2023,3,Mars,samedi,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-19,2023,3,Mars,dimanche,2023 fiscale,Trimestre 2,20,Semaine #20 du 13 mars 2023 au 19 mars 2023,Semaine #20 du 13 mars 2023 au 19 mars 2023,5,20,Mars,2023,13 mars 2023
2023-03-20,2023,3,Mars,lundi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-21,2023,3,Mars,mardi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-22,2023,3,Mars,mercredi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-23,2023,3,Mars,jeudi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-24,2023,3,Mars,vendredi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-25,2023,3,Mars,samedi,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-26,2023,3,Mars,dimanche,2023 fiscale,Trimestre 2,21,Semaine #21 du 20 mars 2023 au 26 mars 2023,Semaine #21 du 20 mars 2023 au 26 mars 2023,5,21,Mars,2023,20 mars 2023
2023-03-27,2023,3,Mars,lundi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,5,22,Mars,2023,27 mars 2023
2023-03-28,2023,3,Mars,mardi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,5,22,Mars,2023,27 mars 2023
2023-03-29,2023,3,Mars,mercredi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,5,22,Mars,2023,27 mars 2023
2023-03-30,2023,3,Mars,jeudi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,5,22,Mars,2023,27 mars 2023
2023-03-31,2023,3,Mars,vendredi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,5,22,Mars,2023,27 mars 2023
2023-04-01,2023,4,Avril,samedi,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,6,22,Avril,2023,27 mars 2023
2023-04-02,2023,4,Avril,dimanche,2023 fiscale,Trimestre 2,22,Semaine #22 du 27 mars 2023 au 2 avril 2023,Semaine #22 du 27 mars 2023 au 2 avril 2023,6,22,Avril,2023,27 mars 2023
2023-04-03,2023,4,Avril,lundi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-04,2023,4,Avril,mardi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-05,2023,4,Avril,mercredi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-06,2023,4,Avril,jeudi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-07,2023,4,Avril,vendredi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-08,2023,4,Avril,samedi,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-09,2023,4,Avril,dimanche,2023 fiscale,Trimestre 2,23,Semaine #23 du 3 avril 2023 au 9 avril 2023,Semaine #23 du 3 avril 2023 au 9 avril 2023,6,23,Avril,2023,3 avril 2023
2023-04-10,2023,4,Avril,lundi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-11,2023,4,Avril,mardi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-12,2023,4,Avril,mercredi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-13,2023,4,Avril,jeudi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-14,2023,4,Avril,vendredi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-15,2023,4,Avril,samedi,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-16,2023,4,Avril,dimanche,2023 fiscale,Trimestre 2,24,Semaine #24 du 10 avril 2023 au 16 avril 2023,Semaine #24 du 10 avril 2023 au 16 avril 2023,6,24,Avril,2023,10 avril 2023
2023-04-17,2023,4,Avril,lundi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-18,2023,4,Avril,mardi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-19,2023,4,Avril,mercredi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-20,2023,4,Avril,jeudi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-21,2023,4,Avril,vendredi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-22,2023,4,Avril,samedi,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-23,2023,4,Avril,dimanche,2023 fiscale,Trimestre 2,25,Semaine #25 du 17 avril 2023 au 23 avril 2023,Semaine #25 du 17 avril 2023 au 23 avril 2023,6,25,Avril,2023,17 avril 2023
2023-04-24,2023,4,Avril,lundi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-25,2023,4,Avril,mardi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-26,2023,4,Avril,mercredi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-27,2023,4,Avril,jeudi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-28,2023,4,Avril,vendredi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-29,2023,4,Avril,samedi,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-04-30,2023,4,Avril,dimanche,2023 fiscale,Trimestre 2,26,Semaine #26 du 24 avril 2023 au 30 avril 2023,Semaine #26 du 24 avril 2023 au 30 avril 2023,6,26,Avril,2023,24 avril 2023
2023-05-01,2023,5,Mai,lundi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-02,2023,5,Mai,mardi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-03,2023,5,Mai,mercredi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-04,2023,5,Mai,jeudi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-05,2023,5,Mai,vendredi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-06,2023,5,Mai,samedi,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-07,2023,5,Mai,dimanche,2023 fiscale,Trimestre 3,27,Semaine #27 du 1 mai 2023 au 7 mai 2023,Semaine #27 du 1 mai 2023 au 7 mai 2023,7,27,Mai,2023,1 mai 2023
2023-05-08,2023,5,Mai,lundi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-09,2023,5,Mai,mardi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-10,2023,5,Mai,mercredi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-11,2023,5,Mai,jeudi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-12,2023,5,Mai,vendredi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-13,2023,5,Mai,samedi,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-14,2023,5,Mai,dimanche,2023 fiscale,Trimestre 3,28,Semaine #28 du 8 mai 2023 au 14 mai 2023,Semaine #28 du 8 mai 2023 au 14 mai 2023,7,28,Mai,2023,8 mai 2023
2023-05-15,2023,5,Mai,lundi,2023 fiscale,Trimestre 3,29,Semaine #29 du 15 mai 2023 au 21 mai 2023,Semaine #29 du 15 mai 2023 au 21 mai 2023,7,29,Mai,2023,15 mai 2023
2023-05-16,2023,5,Mai,mardi,2023 fiscale,Trimestre 3,29,Semaine #29 du 15 mai 2023 au 21 mai 2023,Semaine #29 du 15 mai 2023 au 21 mai 2023,7,29,Mai,2023,15 mai 2023
